"Note: variables that are named the same were recorded across multiple time points. Time point is indicated by a "".x"" at end of each repeated variable, where ""x"" is the corresponding wave of data collection (e.g., PFINeighEmpathy.1, PFINeighEmpathy.2, etc)",,
"Note: first set of variables with no ""."" at the end reflect demographics taken from multiple time points to make a single variable (mostly taken from time 1, 2, and 3)",,
Variable,Label,Values
MaskAttitudes2.10,Seeing people in public wearing face masks makes me feel safe,
MaskAttitudes3.10,Seeing people in public wearing face masks makes me feel anxious,
MaskAttitudes4.10,Wearing a face mask when going out in public is the right thing to do,
MaskAttitudes5.10,I wear a face mask when going out in public to prevent others from getting sick in case I may be infected but dont know it yet,
WearMask.10,Are you more or less likely to wear a mask in public than you were 2 weeks ago?,
NeighborMasks.10,Do you see people in your neighborhood wearing masks more or less now compared to 2 weeks ago?,
Job1.10,How likely do you think it is that you will lose your job because of the economic downturn associated with COVID-19,
Job2.10,"If you lost your job, how long do you think it would take to find another one?",
Job3.10,"If you didn't have a job, how long would your savings last?",
ImportantSocialDist.10,How important is it to you to maintain social distancing now to help prevent a spike in COVID-19 cases in a few months from now?,
MaskPreventSurge.10,How important is it to you to wear a mask in public now to help prevent a spike in COVID-19 cases in a few months from now?,
COVIDspike.10,How likely do you think it is that there will be a spike of COVID-19 cases in a few months from now?,
CareerImpact.10,How much of an impact will COVID19 have on your career path in 3-6 months from now?,
CareerImpact5yrs.10,What effect will it have on your career path in five years from now?,
COVIDthreat.10,How much of a threat do you believe COVID-19 poses to public health?,
Response2ndWave.10,"Government efforts to slow the spread of COVID-19 have led to severe economic consequences. Assuming we have re-opened completely and a second wave hits in a few months, how should we respond?",
HowLongSocialDist.10,How long would you be willing to practice social distancing to limit the spread of the disease?,
HowLongMask.10,How long would you be willing to wear a mask in public spaces to limit the spread of the disease?,
ProportionWearMask1.10,"For each of the following statements, please select the answer choice you most agree with - What proportion of individuals in your neighborhood wear a mask while shopping?",
ProportionWearMask2.10,"For each of the following statements, please select the answer choice you most agree with - What proportion of your family have modified their behavior (e.g., practice social distancing or wear masks) to prevent spread of COVID-19?",
ProportionWearMask3.10,"For each of the following statements, please select the answer choice you most agree with - What percentage of your CLOSE FRIENDS have modified their behavior to prevent the spread of COVID-19",
ProportionWearMask4.10,"For each of the following statements, please select the answer choice you most agree with - What percentage of individuals in your NEIGHBORHOOD have modified their behavior to prevent the spread of COVID-19?",
ClosestMask.10,Think about the people you are closest with. How important do they believe it is for people to modify their behavior to prevent the spread of COVID-19?,
CFC1.10,"I consider how things might be in the future, and try to influence those things with my day to day behavior.",
CFC2.10,My convenience is a big factor in the decisions I make or the actions I take.,
CFC3.10,I am willing to sacrifice my immediate happiness or well-being in order to achieve future outcomes.,
CFC4.10,I think it is important to take warnings about negative outcomes seriously even if the negative outcome will not occur for many years.,
CFC5.10,I think it is more important to perform a behavior with important distant consequences than a behavior with less important immediate consequences.,
CFC6.10,"When I make a decision, I think about how it might affect me in the future.",
CFC7.10,My behavior is generally influenced by future consequences.,
PoliticalOrient.10,"How would you characterize your political leanings? 1 = extremely to the left, 7 = extremely to the right",
WeeksSinceCovid.12,"How would you characterize your weeks leanings? 1 = extremely to the left, 7 = extremely to the right",
TestedCovid.12,,
HowManyInfected.12,,
Contacts24hrs.12,"How many people (outside of your household) have you had in-person interactions with during the last 24 hours (e.g., visiting with friends, buying food or supplies from a cashier)?",
Contacts7days.12,"How many people (outside of your household) have you had in-person interactions with during the last 7 days (e.g., visiting with friends, buying food or supplies from a cashier)?",
ContactsMask.12,"During these in-person interactions, if you were closer than 6 feet (2 meters) from the person(s) did you wear a face mask?","1 = never, 5 = always"
SchoolAge.12,Do you have any school-aged children who may be returning to school in the next few weeks?,"1 = no, 2 = yes, 3 = my children have already returned to school"
ConcernBack2School.12,"Given the current state of the pandemic where you live, how concerned are you at the prospect of your children physically returning to school?","1 not at all, 7 = extremely "
MethodSchool.12,"Given the current state of the pandemic, what is/will be your children's method of schooling? ","1 = in-person, 2 = online, 3 = mixed in-person and online, 4 = homeschool, 5 = other"
MethodSchoolOther.12,,
PreferredMethod.12,Is this your preferred method of schooling?,"1 = no, 2 = yes"
IfNotPreferred.12,"If not, what would be your preferred method of schooling your children?","1 = in-person, 2 = online, 3 = mixed in-person and online, 4 = homeschool, 5 = other"
IfNotPreferredOther.12,,
Stress.12,,
PerceptionsRisk.12,,
HoursworkedOutside.12,,
HoursWorkHome.12,,
HoursSpentOthers.12,,
HoursInContact.12,,
HoursVolunteer.12,,
MoneyDonated.12,,
Currency.12,,
Discounting.12,,
PFINeighEmpathy.12,,
PFINeighSharedFate.12,,
WillingnessNeigh.12,,
NBTNeigh.12,,
PFIHumanityEmpathy.12,,
PFIHumanitySharedFate.12,,
WillingnessHumanity.12,,
NBTHumanity.12,,
Streneous.12,"During a typical 7-Day period (a week), how many times on the average do you do the following kinds of exercise for more than 15 minutes during your free time (write on each line the appropriate number)?  ",STRENUOUS EXERCISE (HEART BEATS RAPIDLY)  
Moderate.12,"During a typical 7-Day period (a week), how many times on the average do you do the following kinds of exercise for more than 15 minutes during your free time (write on each line the appropriate number)?  ",MODERATE EXERCISE (NOT EXHAUSTING) 
Mild.12,"During a typical 7-Day period (a week), how many times on the average do you do the following kinds of exercise for more than 15 minutes during your free time (write on each line the appropriate number)?  ",MILD EXERCISE (MINIMAL EFFORT) 
Sweat.12,"During a typical 7-Day period (a week), in your leisure time, how often do you engage in any regular activity long enough to work up a sweat (heart beats rapidly)? ","1 = often, 2 = sometimes, 3 = rarely/never"
ActivityCovid.12,"Compared to your life before the Covid-19 Pandemic response, are you more active, equally active, or less active?","1 = more active, 2 = equally active, 3 = less active"
ActivityChanges.12,"Next, think about your physical activity patterns before the Covid-19 pandemic response compared to your activity patterns now. How have your activity patterns changed?Think about the physical activity setting (in the gym, at home, outside, inside), the social context (group vs alone), the type of activities you performed, the frequency and duration of activity (how often and how long), and the intensity of the activity (how hard is the exercise).","1 = does not describe me very well, 5 = describes me well"
PT1.12,"I sometimes find it difficult to see things from the ""other guy's"" point of view. ","1 = does not describe me very well, 5 = describes me well"
PT2.12,I try to look at everybody's side of a disagreement before I make a decision.,"1 = does not describe me very well, 5 = describes me well"
PT3.12,I sometimes try to understand others better by imagining how things look from their perspective.,"1 = does not describe me very well, 5 = describes me well"
PT4.12,"If I'm sure I'm right about something, I don't waste much time listening to other people's arguments.","1 = does not describe me very well, 5 = describes me well"
PT5.12,I believe that there are two sides to every question and try to look at them both.,"1 = does not describe me very well, 5 = describes me well"
PT6.12,"When I'm upset at someone, I usually try to ""put myself in their shoes"" for a while.","1 = does not describe me very well, 5 = describes me well"
PT7.12," Before criticizing somebody, I try to imagine how I would feel if I were in their place.","1 = does not describe me very well, 5 = describes me well"
RMET8.12,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice.",
RMET9.12,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice.",
RMET12.12,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice.",
RMET14.12,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice.",
RMET15.12,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice.",
RMET19.12,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice.",
RMET22.12,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice.",
RMET24.12,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice.",
RMET32.12,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice.",
RMET36.12,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice.",
RMET8score,,"0 = wrong answer, 1 = right answer"
RMET9score,,"0 = wrong answer, 1 = right answer"
RMET12score,,"0 = wrong answer, 1 = right answer"
RMET14score,,"0 = wrong answer, 1 = right answer"
RMET15score,,"0 = wrong answer, 1 = right answer"
RMET19score,,"0 = wrong answer, 1 = right answer"
RMET22score,,"0 = wrong answer, 1 = right answer"
RMET24score,,"0 = wrong answer, 1 = right answer"
RMET32score,,"0 = wrong answer, 1 = right answer"
RMET36score,,"0 = wrong answer, 1 = right answer"
Acq.12,Please enter your acquaintance's initials,
PartnerEmpathy1.12,I share my acquaintance's emotions,"1 = do not agree at all, 7 = strongly agree"
PartnerEmpathy2.12,I empathize with my acquaintance,"1 = do not agree at all, 7 = strongly agree"
PartnerEmpathy3.12,I see that my acquaintance feels the same emotions as I do,"1 = do not agree at all, 7 = strongly agree"
PartnerEmpathy4.12,I feel a strong bond with my acquaintance,"1 = do not agree at all, 7 = strongly agree"
SharedAgency1.12,My acquaintance will take on my responsibilities so that I can accomplish my goals,"1 = strongly disagree, 4 = strongly agree"
SharedAgency2.12,"If I am busy, my acquaintance will not tell me about their difficulties and needs.","1 = strongly disagree, 4 = strongly agree"
SharedAgency3.12,My acquaintance and I tend to negotiate when we disagree,"1 = strongly disagree, 4 = strongly agree"
PFIacq1.12,,
PFIacq2.12,,
PFIacq3.12,,
PFIacq4.12,,
PFIacq5.12,,
PFIacq6.12,,
PFIempathyAcqComposite.12,Affective perceived interdependence score,
PFISharedFateAcqComposite.12,Shared percevied interdependence score,
RMETcomposite.12,Theory of mind score,
PerspectiveTakingComposite.12,Perspective taking ability score,
PartnerEmpathyAcqComposite.12,Shared empathy with acquaintance,
SharedAgencyAcqComposite.12,Shared agency with acquaintance,
PromotionEE.12,"Imagine that your acquaintance has received a promotion at their job. They have been working really hard for this company for some time, and are very excited about this new opportunity. This promotion will give your acquaintance more financial stability and the ability to invest in the future. How good do you feel about your acquaintance receiving this promotion?","1 = not at all, 7 = really good"
PromotionSH.12,How do you feel this promotion will influence you?,"1 = this will have no influence on me, 7 = this will have a positive influence on me"
DeathEE.12,"Imagine that your acquaintance recently lost both of their parents in a car accident. Your acquaintance is devastated about their loss. Without his/her parents, your acquaintance has lost their main source of emotional and social support, and they do not know how to cope. How bad do you feel about your acquaintance losing their parents?","1 = not at all, 7 = reall bad"
DeathSH.12,How do you feel that this loss will influence you?,"1 = this will have no influence on me, 7 = this will have a negative influence on me"
DGgive.12,"You will now play an allocation task with your acquaintance. In this allocation task you will be given 100 lottery tickets. Each ticket is a lottery entry for two $5.00 USD prices. You can allocate any amount between 0 and 100 to your acquaintance. The remainder amount you will keep as entries to the lottery for yourself. The more tickets you allocate to your acquaintance, the greater the chances of them winning; and the more tickets you allocate to yourself, the greater your chances of winning. We will send you information about how your acquaintance can contact us and receive their payment if they win the lottery. If you are the winner, we will add a bonus payment to your Prolific account.",How many lottery tickets would you like to allocate to your acquaintance?
StartDate.13,,
Progress.13,,
Duration.13,,
ResponseId.13,,
Age.13,,
Acq.13,,
PFIacq1.13,"Please indicate how much you agree with the following questions on the scale provided. - When my acquaintance succeeds, I feel good.",
PFIacq2.13,"Please indicate how much you agree with the following questions on the scale provided. - When my acquaintance fails, I feel bad",
PFIacq3.13,Please indicate how much you agree with the following questions on the scale provided. - I feel that my acquaintance's gain is my gain.,
PFIacq4.13,Please indicate how much you agree with the following questions on the scale provided. - What is good for my acquaintance is good for me.,
PFIacq5.13,"Please indicate how much you agree with the following questions on the scale provided. - Honestly, I don't care whether my acquaintance thrives or not.",
PFIacq6.13,Please indicate how much you agree with the following questions on the scale provided. - My acquaintance and I rise and fall together,
HouseHold.13,How many people currently live in your household?,
HealthCare.13,Are you currently employed as a healthcare worker?,"1 = no, 2 = yes"
Teacher.13,Are you currently employed as a teacher?,"1 = no, 2 = yes"
Occupation.13,What is your current occupation?,
WorkHighRisk.13,Has your occupation been identified as high-risk for COVID-19 transmission? ,"1 = no, 2 = not sure, 3 = yes"
WorkCovidGear.13,"Does your workplace provide you with sufficient access to protective gear against COVID-19 (for example, cloth masks, surgical masks, respirators, eye protection, etc)?","1 = strongly disagree, 7 = strongly agree"
ContractedCovid.13,,
WeeksSinceCovid.13,,
TestedCovid.13,,
HowManyInfected.13,,
SelfIsolation.13,"Since March 13, when COVID-19 was declared a global pandemic, have you been self-isolating (no physical contact with people outside of your household)?","1 = not at all, 7 = all of the time"
HouseHoldIsolation.13,"Since March 13, when COVID-19 was declared a global pandemic, have members of your household been isolating (no physical contact with people outside of your household)?","1 = not at all, 7 = all of the time"
Contacts24hrs.13,,
Contacts7days.13,,
ContactsMask.13,During these in-person interactions (with people outside your household) did you wear a mask and/or stay 6 feet (2 meters) away from the other person(s)?,"1 = never, 5 = always"
HouseHoldMask.13,When members of your household have in-person interactions with people outside your household do they wear a mask and/or stay 6 feet (2 meters) away from the person(s)? ,"1 = never, 5 = always"
Work.13,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? During work","1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
ErrandOut.13,Outdors errands,"1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
ErrandIN.13,Indoor errands,"1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
Taxi.13,"During taxi, lyft/uber","1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
PublicTransport.13,Using large public transportation such as buses or subways,"1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
RestaurantOut.13,Dining at a restaurant outdoors,"1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
RestaurantIN.13,Dining at a restaurant indoors,"1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
PartyOut.13,Hosting/attending a gathering or party outdoors,"1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
PartyIN.13,Hosting/attending a gathering or party indoors,"1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
GymOut.13,Using an outdoor gym/fitness center,"1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
GymIN.13,Using an indoor gym/fitness center,"1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
Salon.13,Going to a salon such as a nail/hair salon or barbershop,"1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
Camping.13,,"1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
Hotel.13,Spending the night in a hotel,"1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
OtherHouse.13,Spending the night in someone else’s house,"1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
Park.13,Going to parks or recreational centers/facilities ,"1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
Doctor.13,Going a doctor’s/dentist’s office ,"1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
Beach.13,Going to the beach or lake,"1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
Pool.13,Going to a public/shared pool,"1 = never, 3 = half the time, 5 = always, 6 = have not done this since march 13th"
Stress.13,,
PerceptionsRisk.13,,
Riskmanagementtransfer.13,,
Riskmanagementretention.13,,
Riskmanagementreduction.13,,
Riskmanagementavoidance.13,,
MaskAttitudes1.13,,
MaskAttitudes2.13,,
MaskAttitudes3.13,,
MaskAttitudes4.13,,
MaskAttitudes5.13,,
WearMask.13,,
NeighborMasks.13,,
FutureWorld.13,,
FoodHave.13,,
FoodWant.13,,
Back2Normal.13,,
Isolate1.13,,
Isolate2.13,,
Isolate3.13,,
Altruistic.13,,
HoursworkedOutside.13,,
HoursWorkHome.13,,
HoursSpentOthers.13,,
HoursInContact.13,,
HoursVolunteer.13,,
MoneyDonated.13,,
Currency.13,,
MostImportant.13,,
discounting.13,,
PFINeighEmpathy.13,,
PFINeighSharedFate.13,,
WillingnessNeigh.13,,
NBTNeigh.13,,
PFIHumanityEmpathy.13,,
PFIHumanitySharedFate.13,,
WillingnessHumanity.13,,
NBTHumanity.13,,
ContactFriends.13,"How often have you been in contact with friends (not including family members, in-laws, children) since the pandemic started?","1 = less than once a month, 5 = everyday"
WayContact.13,What is your primary way of keeping in contact with friends since the pandemic started?,"1 = in-person, 2 = texting and phone, 3 = video calling, 4 = emails"
ImpactedFriends.13,How has the pandemic impacted your existing friendships?,"1 = the pandemic has made them much worse, 7 = the pandemic has made them much better"
NewFriends.13,"Have you made any new friendships since the pandemic began? If so, how many?",
FriendsSatisfied.13,How satisfied are you with your friendships currently during the pandemic?,"1 = not at all, 7 = completely"
FriendsIsolated.13,How isolated from your social circle have you felt during the pandemic?,"1 = not at all, 7 = completely"
FriendsLonely.13,How lonely have you felt during the pandemic?,"1 = not at all, 7 = completely"
FriendsGuilty.13,Do you feel guilty because you are not able to check-in on your friends in person as much as you used to? ,"1 = not at all, 7 = very much"
FriendsParty.13,"A friend of yours is hosting a party indoors at his house next weekend that will have about 50 guests. Some of the guests are mutual friends of yours; other guests you do not know. Considering you have no other obligations, how likely are you to attend this party?","1 = not at al, 7 = very likely"
FP1.13,How many new friends have you made in the past 12 months?,"1 = 0 friends, 7 = more than 20 friends"
FP2.13,"Friendships without closeness are ok, I don’t feel like I need to be emotionally close with all of my friends","1 = strongly disagree, 7 = strongly agree"
FP3.13,I enjoy making casual friendships with many different people,"1 = strongly disagree, 7 = strongly agree"
FP4.13,I try to make new friends even if I can't be sure that I will develop close friendships with all of them,"1 = strongly disagree, 7 = strongly agree"
FP5.13,"I want to have a lot of different friendships with a lot of different people, even if it means that I don't get to know all of them very well","1 = strongly disagree, 7 = strongly agree"
FP6.13,How long would you have to know someone to consider that person a friend?,"1 = strongly disagree, 7 = strongly agree"
FP7.13,I often find myself wishing I could be friends with lots of new people,"1 = strongly disagree, 7 = strongly agree"
FP8.13,I often find myself wishing I could get closer with lots of new people,"1 = strongly disagree, 7 = strongly agree"
FP9.13,I often wish I could become friends with many of the people that I meet,"1 = strongly disagree, 7 = strongly agree"
FP10.13,"In situations where I am around new people, I often feel really motivated to make new friends","1 = strongly disagree, 7 = strongly agree"
FP11.13,"It doesn’t matter how many friends I have, I am always looking to meet new people to talk to/hang out with","1 = strongly disagree, 7 = strongly agree"
FP12.13,I often wish that others would introduce me to new people to talk to/hang out with,"1 = strongly disagree, 7 = strongly agree"
FP13.13,"In situations where I am around new people, I find it really easy to make new friends","1 = strongly disagree, 7 = strongly agree"
StartDate.14,,
Progress.14,,
Duration.14,,
ResponseId.14,,
Age.14,,
ContractedCovid.14,,
WeeksSinceCovid.14,,
TestedCovid.14,,
HowManyInfected.14,,
Careful.14,"Considering the potential risk of COVID-19 infection, how careful are you when having in-person interactions? ","1 = not at all, 7 = extremely"
WashHands.14,How often do you wash or sanitize your hands?,"1 = less often than before the pandemic,7 = as soon as possible after I come in contact with a person or surface outside my immediate household"
Contacts24hrs.14,,
Contacts7days.14,,
ContactsMask.14,,
HouseHoldMask.14,,
LargeGroups.14,"Since March 13, when COVID-19 was declared a global pandemic, how many times have you been exposed to large groups of people (i.e., more than 10 people) while being indoors? Numbers only. ",
LargeGroupReason1.14,"If you have been exposed to large groups of people (i.e., more than 10 people), what were the reasons? (select all that apply)",
LargeGroupReason2.14,"If you have been exposed to large groups of people (i.e., more than 10 people), what were the reasons? (select all that apply)",
LargeGroupReason3.14,"If you have been exposed to large groups of people (i.e., more than 10 people), what were the reasons? (select all that apply)",
LargeGroupReason4.14,"If you have been exposed to large groups of people (i.e., more than 10 people), what were the reasons? (select all that apply)",
LargeGroupReason1text.14,Family reasons What was the most common family circumstance that brought you together with more than 10 people?,
LargeGroupReason2text.14,Social reasons What was the most common social circumstance that brought you together with more than 10 people? ,
LargeGroupReason3text.14,Work-related reasons What was the most common work-related situation that brought you together with more than 10 people? ,
LargeGroupReason4text.14,Other reasons Briefly describe the other type of situation that brought you together with more than 10 people. ,
Stress.14,,
PerceptionsRisk.14,,
Riskmanagementtransfer.14,,
Riskmanagementretention.14,,
Riskmanagementreduction.14,,
Riskmanagementavoidance.14,,
MaskAttitudes1.14,,
MaskAttitudes2.14,,
MaskAttitudes3.14,,
MaskAttitudes4.14,,
MaskAttitudes5.14,,
WearMask.14,,
NeighborMasks.14,,
FutureWorld.14,,
FoodHave.14,,
FoodWant.14,,
Back2Normal.14,,
Isolate1.14,,
Isolate2.14,,
Isolate3.14,,
Altruistic.14,,
HoursworkedOutside.14,,
HoursWorkHome.14,,
HoursSpentOthers.14,,
HoursInContact.14,,
HoursVolunteer.14,,
MoneyDonated.14,,
Currency.14,,
MostImportant.14,,
discounting.14,,
PFINeighEmpathy.14,,
PFINeighSharedFate.14,,
WillingnessNeigh.14,,
NBTNeigh.14,,
PFIHumanityEmpathy.14,,
PFIHumanitySharedFate.14,,
WillingnessHumanity.14,,
NBTHumanity.14,,
t14_A,Whether participated in all time points,"0 = No, 1 = Yes"
t3,Whether participated on time 3,"0 = No, 1 = Yes"
t4,Whether participated on time 4,"0 = No, 1 = Yes"
t5,Whether participated on time 5,"0 = No, 1 = Yes"
t6,Whether participated on time 6,"0 = No, 1 = Yes"
t7,Whether participated on time 7,"0 = No, 1 = Yes"
t8,Whether participated on time 8,"0 = No, 1 = Yes"
t9,Whether participated on time 9,"0 = No, 1 = Yes"
t10,Whether participated on time 10,"0 = No, 1 = Yes"
t11,Whether participated on time 11,"0 = No, 1 = Yes"
t12,Whether participated on time 12,"0 = No, 1 = Yes"
t13,Whether participated on time 13,"0 = No, 1 = Yes"
t14,Whether participated on time 14,"0 = No, 1 = Yes"
TOTAL,Total number of time points participated,
RiskManagementComposite.5,Average composite of risk management items,
RiskManagementComposite.6,,
RiskManagementComposite.7,,
RiskManagementComposite.8,,
RiskManagementComposite.9,,
RiskManagementComposite.10,,
RiskManagementComposite.11,,
RiskManagementComposite.13,,
RiskManagementComposite.14,,
AskingHelpComposite.5,Average composite of how likely to ask for help items,
AskingHelpComposite.6,,
AskingHelpComposite.7,,
AskingHelpComposite.8,,
AskingHelpComposite.9,,
LikelyGiveHelpComposite.5,Average composite of how likley to give help items,
LikelyGiveHelpComposite.6,,
LikelyGiveHelpComposite.7,,
LikelyGiveHelpComposite.8,,
LikelyGiveHelpComposite.9,,
RiskManagementProtestComposite.9,Average composite of risk management during protests items,
TimesHelpGivenComposite.9,Average composite of number of times help was given items,
HousingInsecurityComposite.9,Average composite of housing insecurity items,
NeedForChaosComposite.9,Need for chaos scale,
NeedForOrderComposite.9,Average for Need for order items,
FoodInsecurityComposite.9,Average of food insecurity items,
UseGreenSpacesComposite.9,Average of use of green spaces items,
ProportionWearMaskComposite.10,Average of proportion of people who wear mask,
PFISharedFateAcqComposite.13,Perceived interdependence - shared fate with same acquaintance as time 12,
PFIempathyAcqComposite.13,Affective perceived interdependence with same acquaintance as time 12,
Column1,,
Pro_ID_test_incdnn,Prolific ID test,
Lat,Latitude,
Long,Longitude,
CFCcomposite,Average composite of consideration for future and immediate consequences,
CFCcompositeFuture,Consideration for future consequences scale,
CFCcompositeImmediate,Consideration for immediate consequences scale,
IncidenceRate.8,"COVID-19 cases per 100,000",
DeathRate.8,"COVID-19 deaths per 100,000",
dc.8,ratio of deaths per cases,
IncidenceRate.9,,
DeathRate.9,,
dc.9,,
IncidenceRate.10,,
DeathRate.10,,
dc.10,,
IncidenceRate.11,,
DeathRate.11,,
dc.11,,
DeathRate.12,,
dc.12,,
DeathRate.13,,
dc.13,,
DeathRate.14,,
dc.14,,
Routine,"Average composite of amount of time people wore masks during routine activities since March, 2020",
Recreational,"Average composite of amount of time people wore masks during recreational activities since March, 2020",
